id	name	disease_id
745	Medulloblastoma^^Cluster_of_size_1_15	76
746	Medulloblastoma.11	76
747	Medulloblastoma.19	76
748	Medulloblastoma.20	76
749	Medulloblastoma.13	76
750	Medulloblastoma.21	76
751	Medulloblastoma^^Cluster_of_size_1_1	76
752	Medulloblastoma.4	76
753	Medulloblastoma.8	76
754	Medulloblastoma.14	76
755	Medulloblastoma.6	76
756	Medulloblastoma^^Cluster_of_size_1_12	76
757	Medulloblastoma.3	76
758	Medulloblastoma.7	76
759	Medulloblastoma.16	76
760	Medulloblastoma.10	76
761	Medulloblastoma.17	76
762	Medulloblastoma.9	76
763	Medulloblastoma.18	76
764	MGUS.1NS	77
765	MGUS.2NS	77
766	MultipleMyeloma.2NS	78
767	MultipleMyeloma^^Cluster_of_size_1_1	78
768	MultipleSclerosis.1NS	79
769	MultipleSclerosis.4	79
770	MultipleSclerosis.3NS	79
771	MultipleSclerosis.2	79
772	MycobacteriumTuberculosis.1NS	80
773	MycobacteriumTuberculosis^^Cluster_of_size_1_2	80
774	MyelodysplasticSyndrome.10	81
775	MyelodysplasticSyndrome.28	81
776	MyelodysplasticSyndrome.16	81
777	MyelodysplasticSyndrome.11	81
778	MyelodysplasticSyndrome.6	81
779	MyelodysplasticSyndrome.21	81
780	MyelodysplasticSyndrome.24	81
781	MyelodysplasticSyndrome.20	81
782	MyelodysplasticSyndrome.15NS	81
783	MyelodysplasticSyndrome.23	81
784	MyelodysplasticSyndrome.14	81
785	MyelodysplasticSyndrome.32	81
786	MyelodysplasticSyndrome.25	81
787	MyelodysplasticSyndrome.27	81
788	MyelodysplasticSyndrome.29	81
789	MyelodysplasticSyndrome.2	81
